tweet_id,tweet_url,tweet_date,reply_count,like_count,tweet
1608354182293250048,https://twitter.com/VIVAcoid/status/1608354182293250048,2022-12-29 06:48:13+00:00,117,54,Febri Diansyah Tunjukan Foto Brigadir J di Tempat Hiburan Malam ke Hakim https://t.co/wz8yNaAuZX
1607553621625016320,https://twitter.com/VIVAcoid/status/1607553621625016320,2022-12-27 01:47:04+00:00,78,197,Viral! Penumpang Pajero Ngamuk ke Petugas SPBU https://t.co/LAjjO7KA1G #trending
1606648687677276161,https://twitter.com/VIVAcoid/status/1606648687677276161,2022-12-24 13:51:11+00:00,98,79,"Demo Intoleran Jelang Natal, Aksi Jamaah Anshoru Syariah Dibubarkan https://t.co/jKYq5yKqjW https://t.co/j7djqlaBGS"
1606509738220720128,https://twitter.com/VIVAcoid/status/1606509738220720128,2022-12-24 04:39:03+00:00,352,3140,"Jenderal TNI Pengguna Pajero Sport Tertimpa Truk Pasir, Netizen: Hukum Karma https://t.co/NuVdBgE8rC #Ramadan https://t.co/cCCw4xN45Q"
1605933948496150528,https://twitter.com/VIVAcoid/status/1605933948496150528,2022-12-22 14:31:04+00:00,313,421,"Charta Politika: Elektabilitas Ganjar 42,8 Persen, Berpotensi Menang Satu Putaran https://t.co/wn3CZG2IbS"
1605699028137627648,https://twitter.com/VIVAcoid/status/1605699028137627648,2022-12-21 22:57:35+00:00,358,1966,"ILC Bikin Lagi Polling Pilpres, Anies Menang Telak dari Ganjar https://t.co/M38Q608I41"
1605345698714722305,https://twitter.com/VIVAcoid/status/1605345698714722305,2022-12-20 23:33:35+00:00,75,203,"Beredar Flyer BIN-Polri Gerak Batalkan Deklarasi Anies, Ini Respons NasDem https://t.co/Rr3E0b0aik"
1605025728197980160,https://twitter.com/VIVAcoid/status/1605025728197980160,2022-12-20 02:22:08+00:00,79,43,Amerika Klaim NATO Mampu Hancurkan Rusia Cuma dalam 3 Hari https://t.co/lzFahgFpq2
1604832189317009408,https://twitter.com/VIVAcoid/status/1604832189317009408,2022-12-19 13:33:04+00:00,93,506,Ormas: Jangan Paksa Karyawan Muslim Kenakan Atribut Natal https://t.co/XUG10ED2uo https://t.co/xXcyQYg0xd
1604724485521035264,https://twitter.com/VIVAcoid/status/1604724485521035264,2022-12-19 06:25:06+00:00,826,2196,200 Ribu Banser Siap Bantu Polisi Amankan Gereja saat Misa Natal https://t.co/XSg3ocJnn7
1604541281933619201,https://twitter.com/VIVAcoid/status/1604541281933619201,2022-12-18 18:17:07+00:00,113,56,"Elektabilitas NasDem Makin Jeblok di SMRC, Safari Politik Anies Tak Ngefek https://t.co/WpRZXmQvZB"
1604325719835922433,https://twitter.com/VIVAcoid/status/1604325719835922433,2022-12-18 04:00:33+00:00,141,416,"Aksi teror terjadi di obyek wisata Candi Borobudur pada Sabtu, 17 Desember. Seorang wisatawan disandera oleh teroris. Ditemukan juga sebuah bom di obyek wisata prioritas tersebut.
https://t.co/4LwhQiwslr
__
#vivacoid #borobudur #teroris #nataru https://t.co/EBvlKObFl8"
1604255005409935360,https://twitter.com/VIVAcoid/status/1604255005409935360,2022-12-17 23:19:33+00:00,146,229,"Candi Borobudur Diserang Teroris, Brimob Jateng Selamatkan Sandera https://t.co/f04Tp25FeC"
