tweet_id,tweet_url,tweet_date,reply_count,like_count,tweet
1609127556967727105,https://twitter.com/CNNIndonesia/status/1609127556967727105,2022-12-31 10:01:20+00:00,952,2004,"Ganjar Batalkan Bantuan Baznas ke Kader PDIP, Sebut Banyak Tak Setuju https://t.co/AR4B0oBOpG"
1609108662219603969,https://twitter.com/CNNIndonesia/status/1609108662219603969,2022-12-31 08:46:15+00:00,386,523,Partai Buruh Setuju Perppu Ciptaker Jokowi Meski Belum Tahu Isinya https://t.co/x80Cm8i7Zi
1609103621928652800,https://twitter.com/CNNIndonesia/status/1609103621928652800,2022-12-31 08:26:13+00:00,386,3467,FOTO: Semarang Lautan Air https://t.co/F7LTIoTkQ3
1609058774702239744,https://twitter.com/CNNIndonesia/status/1609058774702239744,2022-12-31 05:28:01+00:00,335,214,PDIP Respons Gaduh Bantuan Ganjar: Pengurus juga Bagian Masyarakat https://t.co/cpuWRDEBvj
1609035594700840960,https://twitter.com/CNNIndonesia/status/1609035594700840960,2022-12-31 03:55:54+00:00,642,4268,"Semarang Dikepung Banjir, Jalanan seperti Sungai https://t.co/a3hjkpwrCC"
1609023752691658754,https://twitter.com/CNNIndonesia/status/1609023752691658754,2022-12-31 03:08:51+00:00,1203,1613,Baznas soal Gaduh Bantuan Ganjar: Orang Miskin itu Kebetulan PDIP https://t.co/Ti8kbczzQA
1608921213463859202,https://twitter.com/CNNIndonesia/status/1608921213463859202,2022-12-30 20:21:24+00:00,92,54,Hasto PDIP Sebut Sistem Pileg Terbuka Lahirkan Oligarki Politik https://t.co/zs3RfQTlTB
1608812883831582721,https://twitter.com/CNNIndonesia/status/1608812883831582721,2022-12-30 13:10:56+00:00,612,1025,Baznas Jateng Buka Suara Gaduh Ganjar Pranowo Beri Dana ke Kader PDIP https://t.co/slhvFBJ4a3
1608763761703424000,https://twitter.com/CNNIndonesia/status/1608763761703424000,2022-12-30 09:55:44+00:00,103,239,"Ferdy Sambo Cabut Gugatan ke Jokowi dan Kapolri Listyo Sigit
https://t.co/CoLdVMPGHv"
1608728254294417408,https://twitter.com/CNNIndonesia/status/1608728254294417408,2022-12-30 07:34:39+00:00,60,358,"#BREAKINGNEWS 
Jokowi Cabut PPKM Covid-19 di Indonesia
https://t.co/1QGV1ReoON"
1608717912864591880,https://twitter.com/CNNIndonesia/status/1608717912864591880,2022-12-30 06:53:33+00:00,60,41,Pemerintah Belum Berencana Perketat Pelancong dari China https://t.co/GzQOOF0naD
1608685661699338241,https://twitter.com/CNNIndonesia/status/1608685661699338241,2022-12-30 04:45:24+00:00,34,52,FOTO: Ngeri UGD RS di China Diserbu Pasien Covid-19 yang Membludak https://t.co/AURL8diWd6
1608684907118854144,https://twitter.com/CNNIndonesia/status/1608684907118854144,2022-12-30 04:42:24+00:00,48,229,Akhirnya Pele dan Maradona Main Bola di Surga https://t.co/SNpom1dlax
1608682638344327170,https://twitter.com/CNNIndonesia/status/1608682638344327170,2022-12-30 04:33:23+00:00,54,105,"Jokowi Terbitkan Perppu Cipta Kerja, Gugurkan Putusan MK https://t.co/x0ezxaDsEZ"
1608638808718991360,https://twitter.com/CNNIndonesia/status/1608638808718991360,2022-12-30 01:39:13+00:00,112,339,RUU: ASN Bisa Dipensiunkan Dini Secara Massal untuk Perampingan https://t.co/9a5endYiXw
